Date,Open,High,Low,Close,Adj Close,Volume
2020-01-20,168.399994,169.320007,166.330002,167.089996,156.389969,10950300
2020-01-27,164.229996,166.990005,163.039993,163.520004,153.048584,17816400
2020-02-03,164.350006,169.830002,164.309998,168.710007,157.906265,14431100
2020-02-10,168.279999,171.929993,168.259995,171.699997,160.704742,12925200
2020-02-17,171.270004,172.559998,169.399994,169.889999,159.010635,14992600
2020-02-24,164.500000,165.869995,145.300003,150.440002,140.806198,63690100
2020-03-02,151.410004,159.300003,147.119995,150.589996,140.946564,41212100
2020-03-09,140.000000,145.410004,124.410004,135.929993,127.225380,77311700
2020-03-16,121.059998,127.989998,113.000000,115.190002,107.813515,70035100
2020-03-23,113.650002,131.630005,109.489998,126.930000,118.801712,62138600
2020-03-30,127.779999,131.610001,121.769997,123.379997,116.052673,39818900
2020-04-06,128.429993,140.779999,127.779999,139.360001,131.083618,35761300
2020-04-13,138.750000,143.479996,135.630005,143.139999,134.639160,29777400
2020-04-20,141.000000,143.050003,135.869995,141.630005,133.218857,28724300
2020-04-27,142.649994,148.539993,139.800003,141.809998,133.388153,22014900
2020-05-04,140.669998,147.630005,139.910004,147.470001,138.712021,20379100
2020-05-11,146.220001,148.309998,138.369995,143.830002,135.288193,26374000
2020-05-18,147.529999,150.190002,147.020004,149.259995,140.395706,18054900
2020-05-25,152.839996,155.190002,150.020004,153.710007,144.581421,18652800
2020-06-01,153.619995,163.080002,153.270004,161.899994,152.285034,27135100
2020-06-08,162.899994,164.199997,150.830002,153.970001,144.825943,32731300
2020-06-15,150.559998,160.119995,149.850006,157.080002,147.751312,19765300
2020-06-22,156.949997,159.979996,151.729996,152.020004,142.991791,16383200
2020-06-29,152.699997,160.070007,151.350006,158.070007,149.359283,14301500
2020-07-06,160.500000,161.029999,157.279999,160.949997,152.080597,12956900
2020-07-13,162.080002,163.639999,157.740005,163.190002,154.197174,15995600
2020-07-20,163.020004,166.199997,161.899994,162.690002,153.724716,13657700
2020-07-27,163.059998,165.619995,162.410004,165.520004,156.398773,12114700
2020-08-03,166.470001,169.949997,166.149994,169.800003,160.442902,14181400
2020-08-10,170.029999,171.750000,168.479996,170.979996,161.557846,13447300
2020-08-17,171.429993,172.500000,170.190002,172.220001,162.729507,13733700
2020-08-24,173.509995,177.710007,172.869995,177.679993,167.888672,17669700
2020-08-31,177.660004,181.669998,169.199997,173.449997,163.891769,19810500
2020-09-07,170.300003,173.490005,167.500000,169.119995,159.800339,15181700
2020-09-14,171.000000,174.380005,167.529999,169.089996,159.772003,13995800
2020-09-21,166.470001,169.130005,162.850006,166.960007,157.759384,15115800
2020-09-28,169.320007,172.250000,168.229996,170.389999,161.660767,15758000
2020-10-05,171.610001,177.630005,171.009995,177.320007,168.235764,12154300
2020-10-12,178.649994,180.639999,175.160004,177.550003,168.453964,12275800
2020-10-19,178.309998,179.250000,174.119995,176.839996,167.780319,14748800
2020-10-26,175.039993,175.490005,165.020004,166.990005,158.434967,18107700
2020-11-02,168.789993,180.080002,167.160004,179.259995,170.076355,18369900
2020-11-09,187.520004,187.520004,179.089996,183.320007,173.928345,22133400
2020-11-16,185.539993,185.750000,182.210007,183.229996,173.842972,21054000
2020-11-23,184.289993,188.369995,183.369995,188.179993,178.539383,14970900
2020-11-30,188.059998,191.509995,185.539993,191.509995,181.698761,20230500
2020-12-07,191.300003,192.639999,188.600006,190.179993,180.436920,18925700
2020-12-14,191.690002,194.470001,189.580002,193.470001,183.558365,18415400
2020-12-21,191.600006,194.220001,189.820007,192.820007,182.941666,14543300
2020-12-28,194.589996,194.949997,192.820007,194.639999,185.418625,16447100
2021-01-04,195.389999,199.460007,189.759995,199.250000,189.810196,31265100
2021-01-11,197.419998,200.029999,195.979996,197.059998,187.723969,18932300
2021-01-18,198.660004,202.000000,197.830002,200.889999,191.372543,15385100
2021-01-25,201.270004,202.339996,192.820007,193.990005,184.799423,29723600
2021-02-01,195.880005,204.289993,194.529999,204.110001,194.439941,15958600
2021-02-08,205.190002,207.509995,204.449997,207.490005,197.659851,15790600
2021-02-15,208.309998,208.389999,204.009995,205.970001,196.211868,18020400
2021-02-22,204.720001,206.479996,198.550003,200.080002,190.600891,27736700
2021-03-01,203.149994,205.850006,194.110001,200.750000,191.239151,27698400
2021-03-08,201.440002,207.830002,199.570007,207.399994,197.574097,20703000
2021-03-15,207.729996,209.300003,203.570007,205.259995,195.535477,18881700
2021-03-22,205.880005,207.259995,199.500000,206.470001,196.688171,20914900
2021-03-29,205.589996,209.300003,204.240005,209.279999,200.029404,18561500
2021-04-05,210.850006,214.250000,210.559998,214.139999,204.674561,20458400
2021-04-12,214.059998,217.470001,213.330002,217.149994,207.551544,21450900
2021-04-19,216.729996,217.869995,212.919998,217.210007,207.608871,21134200
2021-04-26,217.740005,219.649994,216.750000,217.100006,207.503738,15911800
2021-05-03,218.570007,218.990005,213.809998,218.750000,209.080826,18778200
2021-05-10,218.889999,218.899994,209.210007,215.539993,206.012695,25455600
2021-05-17,214.899994,216.740005,209.750000,214.970001,205.467865,20352900
2021-05-24,216.240005,218.729996,215.919998,218.089996,208.449982,15085300
2021-05-31,219.529999,219.529999,216.080002,219.389999,209.692520,12659200
2021-06-07,219.550003,221.020004,218.660004,221.020004,211.250458,14057000
2021-06-14,221.199997,221.529999,216.529999,216.750000,207.169220,17284200
2021-06-21,217.669998,222.699997,217.080002,222.550003,212.712845,14949400
2021-06-28,222.990005,225.410004,221.860001,225.270004,215.972549,17067000
2021-07-05,225.380005,225.979996,221.139999,225.880005,216.557388,16562100
2021-07-12,225.949997,226.610001,222.190002,222.389999,213.211411,17273000
2021-07-19,219.809998,227.610001,217.820007,227.460007,218.072174,20090500
2021-07-26,227.250000,228.750000,224.979996,226.690002,217.333939,16133700
2021-08-02,227.850006,229.309998,225.279999,228.869995,219.423965,14982800
2021-08-09,228.860001,230.250000,228.020004,230.149994,220.651138,14555600
2021-08-16,229.479996,230.250000,224.399994,228.110001,218.695343,16742000
2021-08-23,229.070007,232.940002,228.779999,232.729996,223.124664,15951700
2021-08-30,233.220001,234.649994,232.770004,234.289993,224.620270,15585300
2021-09-06,234.289993,234.300003,229.960007,230.080002,220.584030,12935900
2021-09-13,231.509995,231.740005,228.619995,229.039993,219.586945,14685900
2021-09-20,225.509995,230.949997,222.309998,229.639999,220.162186,23401900
2021-09-27,229.160004,229.869995,221.020004,225.119995,216.509979,22749600
2021-10-04,224.240005,228.360001,220.539993,226.389999,217.731445,16632100
2021-10-11,226.070007,231.160004,223.649994,230.729996,221.905441,13839500
2021-10-18,230.070007,235.309998,229.449997,234.360001,225.396606,13584100
2021-10-25,235.070007,237.190002,233.990005,236.910004,227.849091,14010400
2021-11-01,237.750000,243.509995,236.720001,242.360001,233.090637,19153100
2021-11-08,243.169998,243.559998,238.729996,241.750000,232.503967,14219000
2021-11-15,242.440002,243.330002,240.520004,241.479996,232.244293,16248400
2021-11-22,242.339996,243.600006,234.940002,235.990005,226.964264,15654800
2021-11-29,238.479996,239.279999,229.020004,231.190002,222.347870,27374600
2021-12-06,232.610001,240.380005,230.949997,239.529999,230.368896,17377300
2021-12-13,239.500000,240.490005,233.339996,235.440002,226.435287,21251400
2021-12-20,232.100006,241.360001,230.070007,240.669998,231.465286,16126600
2021-12-27,240.479996,243.779999,240.339996,241.440002,232.205811,19401700
2022-01-03,242.419998,244.059998,235.320007,236.110001,227.893066,21398700
2022-01-10,234.210007,239.850006,230.970001,235.020004,226.841003,21256700
2022-01-17,232.500000,232.699997,220.830002,220.910004,213.222061,25137400
2022-01-24,217.990005,224.160004,212.100006,222.089996,214.360977,46451500
2022-01-31,222.089996,230.440002,221.220001,226.070007,218.202469,21855200
2022-02-07,226.479996,231.809998,222.009995,222.940002,215.181427,17882500
2022-02-14,222.520004,226.880005,218.210007,219.369995,211.735641,26413200
2022-02-21,218.110001,221.440002,207.000000,221.410004,213.704666,30519500
2022-02-28,219.250000,223.089996,215.850006,217.960007,210.374741,21549500
2022-03-07,217.679993,217.919998,209.279999,211.990005,204.612488,29426300
2022-03-14,212.279999,225.449997,209.270004,225.179993,217.343430,27633900
2022-03-21,225.440002,228.250000,223.070007,228.089996,220.152176,14993100
2022-03-28,228.029999,233.360001,226.479996,228.580002,221.313156,22249700
2022-04-04,228.860001,230.880005,222.639999,224.690002,217.546829,17934200
2022-04-11,223.169998,224.500000,219.740005,220.669998,213.654648,10976500
2022-04-18,220.410004,226.679993,214.020004,214.220001,207.409698,18772300
2022-04-25,213.070007,215.750000,206.710007,206.880005,200.303040,32217000
2022-05-02,207.149994,215.910004,203.110001,205.949997,199.402603,28783500
2022-05-09,203.000000,203.380005,192.119995,200.899994,194.513153,36030000
2022-05-16,200.389999,204.259995,190.660004,195.320007,189.110565,24010300
2022-05-23,196.649994,208.089996,193.320007,208.070007,201.455215,23326400
2022-05-30,207.169998,209.199997,203.460007,205.839996,199.296112,12860600
2022-06-06,208.119995,208.880005,195.360001,195.429993,189.217041,17048100
2022-06-13,190.649994,192.130005,181.669998,183.710007,177.869659,36003700
2022-06-20,186.690002,195.220001,185.619995,195.190002,188.984680,23956900
2022-06-27,195.630005,196.850006,186.130005,190.610001,185.287949,23592300
2022-07-04,188.360001,195.699997,186.360001,194.630005,189.195740,12685600
2022-07-11,193.380005,193.750000,185.580002,192.509995,187.134903,15266700
2022-07-18,194.289993,200.800003,190.539993,197.899994,192.374405,16240800
2022-07-25,198.339996,206.779999,195.279999,206.250000,200.491287,14830900
2022-08-01,204.970001,208.529999,203.880005,207.679993,201.881348,14400200
2022-08-08,208.619995,214.990005,205.970001,214.940002,208.938660,12933400
2022-08-15,213.839996,217.199997,211.229996,211.789993,205.876602,15517900
2022-08-22,209.080002,210.919998,203.699997,203.770004,198.080521,13214500
2022-08-29,202.199997,203.949997,195.529999,196.710007,191.217636,19606100
2022-09-05,197.470001,204.850006,194.729996,204.449997,198.741531,14340000
2022-09-12,205.529999,206.990005,192.820007,194.630005,189.195740,18177700
2022-09-19,192.899994,196.410004,181.820007,184.259995,179.115250,23180700
2022-09-26,183.500000,186.699997,179.279999,179.470001,175.199677,37116100
2022-10-03,181.520004,190.690002,180.229996,182.399994,178.059937,26646700
2022-10-10,182.899994,185.990005,174.839996,179.419998,175.150848,23165500
2022-10-17,182.759995,188.699997,182.289993,187.490005,183.028824,16539100
2022-10-24,188.380005,195.529999,186.690002,195.289993,190.643250,18641100
2022-10-31,193.990005,196.440002,185.130005,188.940002,184.444336,27135500
2022-11-07,189.589996,200.699997,187.210007,200.160004,195.397369,30758900
2022-11-14,199.259995,202.139999,195.449997,198.419998,193.698776,18503100
2022-11-21,197.720001,201.830002,196.649994,201.539993,196.744537,10326800
2022-11-28,199.929993,205.470001,197.039993,203.990005,199.136246,17479200
2022-12-05,202.509995,202.960007,195.839996,196.699997,192.019699,18947100
2022-12-12,197.000000,205.630005,191.419998,192.690002,188.105118,21747200
2022-12-19,192.800003,194.649994,187.380005,191.419998,186.865341,26412900
2022-12-26,191.389999,192.160004,188.059998,191.190002,187.540634,23155100
2023-01-02,192.380005,194.639999,188.929993,194.039993,190.336212,15279300
2023-01-09,195.460007,200.270004,193.289993,200.039993,196.221695,16638400
2023-01-16,200.039993,201.089996,194.320007,198.759995,194.966125,14028600
2023-01-23,199.199997,205.050003,197.589996,203.940002,200.047256,16247600
2023-01-30,202.279999,210.880005,201.089996,207.839996,203.872803,18790500
2023-02-06,206.410004,209.559998,203.470001,205.009995,201.096817,13680900
2023-02-13,205.410004,208.660004,203.529999,205.080002,201.165482,12995000
2023-02-20,203.149994,203.500000,198.160004,199.479996,195.672379,12583200
2023-02-27,201.309998,203.699997,197.500000,203.570007,199.684341,15174100
2023-03-06,203.860001,204.979996,192.259995,193.259995,189.571091,18430100
2023-03-13,190.899994,197.910004,190.179993,195.190002,191.464279,20710200
2023-03-20,195.750000,201.410004,193.649994,196.929993,193.171051,12462200
2023-03-27,198.270004,204.190002,196.139999,204.100006,201.009750,14836000
2023-04-03,203.720001,205.059998,201.449997,203.199997,200.123367,11059200
2023-04-10,202.000000,206.500000,201.649994,205.080002,201.974899,14705400
2023-04-17,205.029999,206.830002,203.919998,205.000000,201.896118,13001000
2023-04-24,204.899994,206.300003,200.410004,206.300003,203.176453,13636400
2023-05-01,206.000000,207.179993,200.199997,204.690002,201.590836,12212300
2023-05-08,204.929993,205.940002,202.929993,204.220001,201.127930,11473400
2023-05-15,204.169998,208.839996,203.470001,207.690002,204.545395,12827800
2023-05-22,207.679993,208.809998,203.690002,208.360001,205.205246,11277200
2023-05-29,209.630005,213.089996,206.300003,212.710007,209.489380,10812300
2023-06-05,212.740005,215.080002,207.470001,213.929993,210.690903,10777600
2023-06-12,214.500000,221.419998,214.050003,219.259995,215.940201,18564300
2023-06-19,218.380005,218.669998,214.580002,214.940002,211.685623,11866100
2023-06-26,214.800003,220.860001,214.139999,220.279999,217.772568,16163400
2023-07-03,220.279999,220.940002,216.830002,218.039993,215.558075,11941000
2023-07-10,217.899994,224.860001,217.800003,223.949997,221.400803,14293700
2023-07-17,223.949997,227.759995,223.759995,225.520004,222.952927,13692500
2023-07-24,226.050003,228.970001,224.830002,227.660004,225.068573,13349900
2023-07-31,228.119995,228.559998,222.610001,222.899994,220.362747,15655300
2023-08-07,223.720001,224.880005,220.770004,221.800003,219.275284,12629400
2023-08-14,221.320007,222.919998,215.029999,217.009995,214.539780,14433500
2023-08-21,217.410004,221.139999,216.050003,218.589996,216.101807,14938300
2023-08-28,219.570007,225.779999,219.100006,224.679993,222.122467,14037100
2023-09-04,224.259995,224.639999,220.080002,221.419998,218.899582,10214300
2023-09-11,222.660004,223.979996,220.759995,221.029999,218.514023,11166900
2023-09-18,220.910004,221.690002,213.399994,213.639999,211.208160,15137500
2023-09-25,213.149994,214.669998,209.839996,212.410004,210.761749,19607000
2023-10-02,212.199997,213.779999,208.330002,212.960007,211.307495,18138600
2023-10-09,211.910004,216.949997,211.759995,213.529999,211.873047,15909200
2023-10-16,214.729996,217.380005,208.380005,208.470001,206.852325,19013600
2023-10-23,207.669998,210.210007,202.440002,203.119995,201.543823,20532500
2023-10-30,204.529999,216.199997,203.759995,215.410004,213.738480,21005500
2023-11-06,215.830002,217.610001,214.059998,217.460007,215.772568,14997700
2023-11-13,216.809998,223.800003,216.339996,223.110001,221.378723,15581900
2023-11-20,223.110001,225.759995,223.000000,225.380005,223.631104,9489300
2023-11-27,225.119995,228.330002,224.449997,228.169998,226.399460,15048000
2023-12-04,226.580002,229.089996,225.880005,228.850006,227.074188,15495500
2023-12-11,228.690002,236.580002,228.509995,235.309998,233.484055,19835000
2023-12-18,235.860001,238.690002,234.059998,236.630005,234.793823,20825400
2023-12-25,236.979996,238.740005,236.479996,237.220001,236.389267,17220000
2024-01-01,235.649994,236.509995,232.399994,233.119995,232.303619,15760100
2024-01-08,233.270004,238.369995,233.259995,237.110001,236.279648,18449900
2024-01-15,236.289993,239.740005,233.429993,239.539993,238.701141,14343300
2024-01-22,240.539993,243.020004,240.050003,242.119995,241.272110,15823100
2024-01-29,242.339996,246.009995,239.860001,245.179993,244.321381,18309400
2024-02-05,244.830002,249.149994,242.740005,248.899994,248.028351,13234800
2024-02-12,249.039993,250.339996,243.350006,248.460007,247.589905,17298900
2024-02-19,247.550003,252.919998,245.130005,252.000000,251.117508,12349000
2024-02-26,252.020004,255.070007,250.949997,254.899994,254.007339,13104300
2024-03-04,254.779999,257.709991,250.910004,254.429993,253.538986,17215300
2024-03-11,253.889999,256.869995,252.699997,253.710007,252.821533,16966400
2024-03-18,255.580002,261.070007,254.169998,258.500000,257.594757,15022800
2024-03-25,258.100006,260.579987,257.279999,259.899994,259.899994,12005200
2024-04-01,260.320007,260.380005,254.440002,257.179993,257.179993,17046300
2024-04-08,257.799988,258.500000,252.160004,253.000000,253.000000,16522000
2024-04-15,255.000000,255.210007,246.979996,247.679993,247.679993,11132500
2024-04-18,248.320007,249.531601,246.669998,247.169998,247.169998,2986445
